Name,Index,Offset,IoType,Unit,Item,Action,Device,DataType,ContactPoint,IsSubscription,Default,Min,Max,Timeout,AlarmCode,ExeCmd,ActuatorId,Options,SimCmd,Desc
yInRobotPROGRAM_SELECT_BIT_U1_7,0,0,1,InRobot,,PROGRAM_SELECT_BIT_U1_7,InRobot,0,0,0,0,0,1,0,0,0x11 ,0,,,
yInRobotPROGRAM_SELECT_BIT_U1_8,0,0,1,InRobot,,PROGRAM_SELECT_BIT_U1_8,InRobot,0,0,0,0,0,1,0,0,0x12 ,0,,,
yInRobotSPEED_OVERRIDE_INPUT_1,0,0,1,InRobot,,SPEED_OVERRIDE_INPUT_1,InRobot,0,0,0,0,0,1,0,0,0x13 ,0,,,
yInRobotSPEED_OVERRIDE_INPUT_2,0,0,1,InRobot,,SPEED_OVERRIDE_INPUT_2,InRobot,0,0,0,0,0,1,0,0,0x14 ,0,,,
yInRobotSPEED_OVERRIDE_INPUT_3,0,0,1,InRobot,,SPEED_OVERRIDE_INPUT_3,InRobot,0,0,0,0,0,1,0,0,0x15 ,0,,,
yInRobotSPEED_OVERRIDE_INPUT_4,0,0,1,InRobot,,SPEED_OVERRIDE_INPUT_4,InRobot,0,0,0,0,0,1,0,0,0x16 ,0,,,
yInRobotSPEED_OVERRIDE_INPUT_5,0,0,1,InRobot,,SPEED_OVERRIDE_INPUT_5,InRobot,0,0,0,0,0,1,0,0,0x17 ,0,,,
yInRobotSPEED_OVERRIDE_INPUT_6,0,0,1,InRobot,,SPEED_OVERRIDE_INPUT_6,InRobot,0,0,0,0,0,1,0,0,0x18 ,0,,,
yInRobotSPEED_OVERRIDE_INPUT_7,0,0,1,InRobot,,SPEED_OVERRIDE_INPUT_7,InRobot,0,0,0,0,0,1,0,0,0x19 ,0,,,
yInRobotSPEED_OVERRIDE_INPUT_8,0,0,1,InRobot,,SPEED_OVERRIDE_INPUT_8,InRobot,0,0,0,0,0,1,0,0,0x1A ,0,,,
yInRobotAUTO_RETRY_REQUEST,0,0,1,InRobot,,AUTO_RETRY_REQUEST,InRobot,0,0,0,0,0,1,0,0,0x1B ,0,,,
yInRobotMANUAL_MODE_SELECT,0,0,1,InRobot,,MANUAL_MODE_SELECT,InRobot,0,0,0,0,0,1,0,0,0x1C ,0,,,
yInRobotMANUAL_MOVE_GO,0,0,1,InRobot,,MANUAL_MOVE_GO,InRobot,0,0,0,0,0,1,0,0,0x1D ,0,,,
yInRobotSPARE_Y031,0,0,1,InRobot,,SPARE_Y031,InRobot,0,0,0,0,0,1,0,0,0x1E ,0,,,
yInRobotSPARE_Y032,0,0,1,InRobot,,SPARE_Y032,InRobot,0,0,0,0,0,1,0,0,0x1F ,0,,,
yInRobotTOOL_1_VACUUM_ON_DO,0,0,1,InRobot,,TOOL_1_VACUUM_ON_DO,InRobot,0,0,0,0,0,1,0,0,0x20 ,0,,,
yInRobotTOOL_1_VACUUM_OFF_DO,0,0,1,InRobot,,TOOL_1_VACUUM_OFF_DO,InRobot,0,0,0,0,0,1,0,0,0x21 ,0,,,
yInRobotTOOL_1_CYLINDER_UP_DO,0,0,1,InRobot,,TOOL_1_CYLINDER_UP_DO,InRobot,0,0,0,0,0,1,0,0,0x22 ,0,,,
yInRobotTOOL_1_CYLINDER_DOWN_DO,0,0,1,InRobot,,TOOL_1_CYLINDER_DOWN_DO,InRobot,0,0,0,0,0,1,0,0,0x23 ,0,,,
yInRobotTOOL_2_VACUUM_ON_DO,0,0,1,InRobot,,TOOL_2_VACUUM_ON_DO,InRobot,0,0,0,0,0,1,0,0,0x24 ,0,,,
yInRobotTOOL_2_VACUUM_OFF_DO,0,0,1,InRobot,,TOOL_2_VACUUM_OFF_DO,InRobot,0,0,0,0,0,1,0,0,0x25 ,0,,,
yInRobotTOOL_2_CYLINDER_UP_DO,0,0,1,InRobot,,TOOL_2_CYLINDER_UP_DO,InRobot,0,0,0,0,0,1,0,0,0x26 ,0,,,
yInRobotTOOL_2_CYLINDER_DOWN_DO,0,0,1,InRobot,,TOOL_2_CYLINDER_DOWN_DO,InRobot,0,0,0,0,0,1,0,0,0x27 ,0,,,
yInRobotGET_SELECT,0,0,1,InRobot,,GET_SELECT,InRobot,0,0,0,0,0,1,0,0,0x28 ,0,,,
yInRobotPUT_SELECT,0,0,1,InRobot,,PUT_SELECT,InRobot,0,0,0,0,0,1,0,0,0x29 ,0,,,
yInRobotTOOL1_SELECT,0,0,1,InRobot,,TOOL1_SELECT,InRobot,0,0,0,0,0,1,0,0,0x2A ,0,,,
yInRobotTOOL2_SELECT,0,0,1,InRobot,,TOOL2_SELECT,InRobot,0,0,0,0,0,1,0,0,0x2B ,0,,,
yInRobotTOOL12_SELECT,0,0,1,InRobot,,TOOL12_SELECT,InRobot,0,0,0,0,0,1,0,0,0x2C ,0,,,
yInRobotSTAGE1_SELECT,0,0,1,InRobot,,STAGE1_SELECT,InRobot,0,0,0,0,0,1,0,0,0x2D ,0,,,
yInRobotSTAGE2_SELECT,0,0,1,InRobot,,STAGE2_SELECT,InRobot,0,0,0,0,0,1,0,0,0x2E ,0,,,
yInRobotSTAGE3_SELECT,0,0,1,InRobot,,STAGE3_SELECT,InRobot,0,0,0,0,0,1,0,0,0x2F ,0,,,
yInRobotSTAGE4_SELECT,0,0,1,InRobot,,STAGE4_SELECT,InRobot,0,0,0,0,0,1,0,0,0x30 ,0,,,
yInRobotT1_MCR_ACK,0,0,1,InRobot,,T1_MCR_ACK,InRobot,0,0,0,0,0,1,0,0,0x31 ,0,,,
yInRobotT2_MCR_ACK,0,0,1,InRobot,,T2_MCR_ACK,InRobot,0,0,0,0,0,1,0,0,0x32 ,0,,,
yInRobotSTG1_VAC_ON_ACK,0,0,1,InRobot,,STG1_VAC_ON_ACK,InRobot,0,0,0,0,0,1,0,0,0x33 ,0,,,
yInRobotSTG1_VAC_OFF_ACK,0,0,1,InRobot,,STG1_VAC_OFF_ACK,InRobot,0,0,0,0,0,1,0,0,0x34 ,0,,,
yInRobotSTG2_VAC_ON_ACK,0,0,1,InRobot,,STG2_VAC_ON_ACK,InRobot,0,0,0,0,0,1,0,0,0x35 ,0,,,
yInRobotSTG2_VAC_OFF_ACK,0,0,1,InRobot,,STG2_VAC_OFF_ACK,InRobot,0,0,0,0,0,1,0,0,0x36 ,0,,,
yInRobotSTG3_VAC_ON_ACK,0,0,1,InRobot,,STG3_VAC_ON_ACK,InRobot,0,0,0,0,0,1,0,0,0x37 ,0,,,
yInRobotSTG3_VAC_OFF_ACK,0,0,1,InRobot,,STG3_VAC_OFF_ACK,InRobot,0,0,0,0,0,1,0,0,0x38 ,0,,,
yInRobotSTG4_VAC_ON_ACK,0,0,1,InRobot,,STG4_VAC_ON_ACK,InRobot,0,0,0,0,0,1,0,0,0x39 ,0,,,
yInRobotSTG4_VAC_OFF_ACK,0,0,1,InRobot,,STG4_VAC_OFF_ACK,InRobot,0,0,0,0,0,1,0,0,0x3A ,0,,,
yInRobotSPARE_STG1_VAC_ON_ACK,0,0,1,InRobot,,SPARE_STG1_VAC_ON_ACK,InRobot,0,0,0,0,0,1,0,0,0x3B ,0,,,
yInRobotSPARE_STG1_VAC_OFF_ACK,0,0,1,InRobot,,SPARE_STG1_VAC_OFF_ACK,InRobot,0,0,0,0,0,1,0,0,0x3C ,0,,,
yInRobotSPARE_STG2_VAC_ON_ACK,0,0,1,InRobot,,SPARE_STG2_VAC_ON_ACK,InRobot,0,0,0,0,0,1,0,0,0x3D ,0,,,
yInRobotSPARE_STG2_VAC_OFF_ACK,0,0,1,InRobot,,SPARE_STG2_VAC_OFF_ACK,InRobot,0,0,0,0,0,1,0,0,0x3E ,0,,,
yInRobotSPARE_Y64,0,0,1,InRobot,,SPARE_Y64,InRobot,0,0,0,0,0,1,0,0,0x3F ,0,,,
yInRobotSPARE_Y65,0,0,1,InRobot,,SPARE_Y65,InRobot,0,0,0,0,0,1,0,0,0x40 ,0,,,
yInRobotP1_PERMIT,0,0,1,InRobot,,P1_PERMIT,InRobot,0,0,0,0,0,1,0,0,0x41 ,0,,,
yInRobotP1_VISION_USE,0,0,1,InRobot,,P1_VISION_USE,InRobot,0,0,0,0,0,1,0,0,0x42 ,0,,,
yInRobotSPARE_Y68,0,0,1,InRobot,,SPARE_Y68,InRobot,0,0,0,0,0,1,0,0,0x43 ,0,,,
yInRobotSPARE_Y69,0,0,1,InRobot,,SPARE_Y69,InRobot,0,0,0,0,0,1,0,0,0x44 ,0,,,
yInRobotSPARE_Y70,0,0,1,InRobot,,SPARE_Y70,InRobot,0,0,0,0,0,1,0,0,0x45 ,0,,,
yInRobotP2_PERMIT,0,0,1,InRobot,,P2_PERMIT,InRobot,0,0,0,0,0,1,0,0,0x46 ,0,,,
yInRobotP2_VISION_USE,0,0,1,InRobot,,P2_VISION_USE,InRobot,0,0,0,0,0,1,0,0,0x47 ,0,,,
yInRobotSPARE_Y73,0,0,1,InRobot,,SPARE_Y73,InRobot,0,0,0,0,0,1,0,0,0x48 ,0,,,
yInRobotSPARE_Y74,0,0,1,InRobot,,SPARE_Y74,InRobot,0,0,0,0,0,1,0,0,0x49 ,0,,,
yInRobotSPARE_Y75,0,0,1,InRobot,,SPARE_Y75,InRobot,0,0,0,0,0,1,0,0,0x4A ,0,,,
yInRobotP3_PERMIT,0,0,1,InRobot,,P3_PERMIT,InRobot,0,0,0,0,0,1,0,0,0x4B ,0,,,
yInRobotP3_VISION_USE,0,0,1,InRobot,,P3_VISION_USE,InRobot,0,0,0,0,0,1,0,0,0x4C ,0,,,
yInRobotSPARE_Y78,0,0,1,InRobot,,SPARE_Y78,InRobot,0,0,0,0,0,1,0,0,0x4D ,0,,,
yInRobotSPARE_Y79,0,0,1,InRobot,,SPARE_Y79,InRobot,0,0,0,0,0,1,0,0,0x4E ,0,,,
yInRobotSPARE_Y80,0,0,1,InRobot,,SPARE_Y80,InRobot,0,0,0,0,0,1,0,0,0x4F ,0,,,
yInRobotP4_PERMIT,0,0,1,InRobot,,P4_PERMIT,InRobot,0,0,0,0,0,1,0,0,0x50 ,0,,,
yInRobotP4_VISION_USE,0,0,1,InRobot,,P4_VISION_USE,InRobot,0,0,0,0,0,1,0,0,0x51 ,0,,,
yInRobotSPARE_Y83,0,0,1,InRobot,,SPARE_Y83,InRobot,0,0,0,0,0,1,0,0,0x52 ,0,,,
yInRobotSPARE_Y84,0,0,1,InRobot,,SPARE_Y84,InRobot,0,0,0,0,0,1,0,0,0x53 ,0,,,
yInRobotSPARE_Y85,0,0,1,InRobot,,SPARE_Y85,InRobot,0,0,0,0,0,1,0,0,0x54 ,0,,,
yInRobotP5_PERMIT,0,0,1,InRobot,,P5_PERMIT,InRobot,0,0,0,0,0,1,0,0,0x55 ,0,,,
yInRobotP5_VISION_USE,0,0,1,InRobot,,P5_VISION_USE,InRobot,0,0,0,0,0,1,0,0,0x56 ,0,,,
yInRobotSPARE_Y88,0,0,1,InRobot,,SPARE_Y88,InRobot,0,0,0,0,0,1,0,0,0x57 ,0,,,
yInRobotSPARE_Y89,0,0,1,InRobot,,SPARE_Y89,InRobot,0,0,0,0,0,1,0,0,0x58 ,0,,,
yInRobotSPARE_Y90,0,0,1,InRobot,,SPARE_Y90,InRobot,0,0,0,0,0,1,0,0,0x59 ,0,,,
yInRobotP6_PERMIT,0,0,1,InRobot,,P6_PERMIT,InRobot,0,0,0,0,0,1,0,0,0x5A ,0,,,
yInRobotP6_VISION_USE,0,0,1,InRobot,,P6_VISION_USE,InRobot,0,0,0,0,0,1,0,0,0x5B ,0,,,
yInRobotSPARE_Y93,0,0,1,InRobot,,SPARE_Y93,InRobot,0,0,0,0,0,1,0,0,0x5C ,0,,,
yInRobotSPARE_Y94,0,0,1,InRobot,,SPARE_Y94,InRobot,0,0,0,0,0,1,0,0,0x5D ,0,,,
yInRobotSPARE_Y95,0,0,1,InRobot,,SPARE_Y95,InRobot,0,0,0,0,0,1,0,0,0x5E ,0,,,
yInRobotP7_PERMIT,0,0,1,InRobot,,P7_PERMIT,InRobot,0,0,0,0,0,1,0,0,0x5F ,0,,,
yInRobotP7_VISION_USE,0,0,1,InRobot,,P7_VISION_USE,InRobot,0,0,0,0,0,1,0,0,0x60 ,0,,,
yInRobotSPARE_Y98,0,0,1,InRobot,,SPARE_Y98,InRobot,0,0,0,0,0,1,0,0,0x61 ,0,,,
yInRobotSPARE_Y99,0,0,1,InRobot,,SPARE_Y99,InRobot,0,0,0,0,0,1,0,0,0x62 ,0,,,
yInRobotSPARE_Y100,0,0,1,InRobot,,SPARE_Y100,InRobot,0,0,0,0,0,1,0,0,0x63 ,0,,,
yInRobotAUTO_CALIBRATION_START_REQ,0,0,1,InRobot,,AUTO_CALIBRATION_START_REQ,InRobot,0,0,0,0,0,1,0,0,0x64 ,0,,,
yInRobotAUTO_CALIBRATION_MOVE_REQ,0,0,1,InRobot,,AUTO_CALIBRATION_MOVE_REQ,InRobot,0,0,0,0,0,1,0,0,0x65 ,0,,,
yInRobotSPARE_Y103,0,0,1,InRobot,,SPARE_Y103,InRobot,0,0,0,0,0,1,0,0,0x66 ,0,,,
yInRobotSPARE_Y104,0,0,1,InRobot,,SPARE_Y104,InRobot,0,0,0,0,0,1,0,0,0x67 ,0,,,
yInRobotSPARE_Y105,0,0,1,InRobot,,SPARE_Y105,InRobot,0,0,0,0,0,1,0,0,0x68 ,0,,,
yInRobotSPARE_Y106,0,0,1,InRobot,,SPARE_Y106,InRobot,0,0,0,0,0,1,0,0,0x69 ,0,,,
yInRobotSPARE_Y107,0,0,1,InRobot,,SPARE_Y107,InRobot,0,0,0,0,0,1,0,0,0x6A ,0,,,
yInRobotSPARE_Y108,0,0,1,InRobot,,SPARE_Y108,InRobot,0,0,0,0,0,1,0,0,0x6B ,0,,,
yInRobotSPARE_Y109,0,0,1,InRobot,,SPARE_Y109,InRobot,0,0,0,0,0,1,0,0,0x6C ,0,,,
yInRobotSPARE_Y110,0,0,1,InRobot,,SPARE_Y110,InRobot,0,0,0,0,0,1,0,0,0x6D ,0,,,
yInRobotSPARE_Y111,0,0,1,InRobot,,SPARE_Y111,InRobot,0,0,0,0,0,1,0,0,0x6E ,0,,,
yInRobotSPARE_Y112,0,0,1,InRobot,,SPARE_Y112,InRobot,0,0,0,0,0,1,0,0,0x6F ,0,,,
yInRobotSPARE_Y113,0,0,1,InRobot,,SPARE_Y113,InRobot,0,0,0,0,0,1,0,0,0x70 ,0,,,
yInRobotSPARE_Y114,0,0,1,InRobot,,SPARE_Y114,InRobot,0,0,0,0,0,1,0,0,0x71 ,0,,,
yInRobotSPARE_Y115,0,0,1,InRobot,,SPARE_Y115,InRobot,0,0,0,0,0,1,0,0,0x72 ,0,,,
yInRobotSPARE_Y116,0,0,1,InRobot,,SPARE_Y116,InRobot,0,0,0,0,0,1,0,0,0x73 ,0,,,
yInRobotSPARE_Y117,0,0,1,InRobot,,SPARE_Y117,InRobot,0,0,0,0,0,1,0,0,0x74 ,0,,,
yInRobotSPARE_Y118,0,0,1,InRobot,,SPARE_Y118,InRobot,0,0,0,0,0,1,0,0,0x75 ,0,,,
yInRobotSPARE_Y119,0,0,1,InRobot,,SPARE_Y119,InRobot,0,0,0,0,0,1,0,0,0x76 ,0,,,
yInRobotSPARE_Y120,0,0,1,InRobot,,SPARE_Y120,InRobot,0,0,0,0,0,1,0,0,0x77 ,0,,,
yInRobotSPARE_Y121,0,0,1,InRobot,,SPARE_Y121,InRobot,0,0,0,0,0,1,0,0,0x78 ,0,,,
yInRobotSPARE_Y122,0,0,1,InRobot,,SPARE_Y122,InRobot,0,0,0,0,0,1,0,0,0x79 ,0,,,
yInRobotSPARE_Y123,0,0,1,InRobot,,SPARE_Y123,InRobot,0,0,0,0,0,1,0,0,0x7A ,0,,,
yInRobotSPARE_Y124,0,0,1,InRobot,,SPARE_Y124,InRobot,0,0,0,0,0,1,0,0,0x7B ,0,,,
yInRobotSPARE_Y125,0,0,1,InRobot,,SPARE_Y125,InRobot,0,0,0,0,0,1,0,0,0x7C ,0,,,
yInRobotSPARE_Y126,0,0,1,InRobot,,SPARE_Y126,InRobot,0,0,0,0,0,1,0,0,0x7D ,0,,,
yInRobotSPARE_Y127,0,0,1,InRobot,,SPARE_Y127,InRobot,0,0,0,0,0,1,0,0,0x7E ,0,,,
yInRobotSPARE_Y128,0,0,1,InRobot,,SPARE_Y128,InRobot,0,0,0,0,0,1,0,0,0x7F ,0,,,
xInRobotWAIT_SIGNAL_NUM_U1_1,0,0,0,InRobot,,WAIT_SIGNAL_NUM_U1_1,InRobot,1,0,0,0,0,1,0,0,0x00,0,0,,
xInRobotWAIT_SIGNAL_NUM_U1_2,0,0,0,InRobot,,WAIT_SIGNAL_NUM_U1_2,InRobot,1,0,0,0,0,1,0,0,0x00,0,1,,
xInRobotWAIT_SIGNAL_NUM_U1_3,0,0,0,InRobot,,WAIT_SIGNAL_NUM_U1_3,InRobot,1,0,0,0,0,1,0,0,0x00,0,2,,
xInRobotWAIT_SIGNAL_NUM_U1_4,0,0,0,InRobot,,WAIT_SIGNAL_NUM_U1_4,InRobot,1,0,0,0,0,1,0,0,0x00,0,3,,
xInRobotWAIT_SIGNAL_NUM_U1_5,0,0,0,InRobot,,WAIT_SIGNAL_NUM_U1_5,InRobot,1,0,0,0,0,1,0,0,0x00,0,4,,
xInRobotWAIT_SIGNAL_NUM_U1_6,0,0,0,InRobot,,WAIT_SIGNAL_NUM_U1_6,InRobot,1,0,0,0,0,1,0,0,0x00,0,5,,
xInRobotWAIT_SIGNAL_NUM_U1_7,0,0,0,InRobot,,WAIT_SIGNAL_NUM_U1_7,InRobot,1,0,0,0,0,1,0,0,0x00,0,6,,
xInRobotWAIT_SIGNAL_NUM_U1_8,0,0,0,InRobot,,WAIT_SIGNAL_NUM_U1_8,InRobot,1,0,0,0,0,1,0,0,0x00,0,7,,
xInRobotWAIT_SIGNAL_NUM_U1_9,0,0,0,InRobot,,WAIT_SIGNAL_NUM_U1_9,InRobot,1,0,0,0,0,1,0,0,0x00,0,8,,
xInRobotWAIT_SIGNAL_NUM_U1_10,0,0,0,InRobot,,WAIT_SIGNAL_NUM_U1_10,InRobot,1,0,0,0,0,1,0,0,0x00,0,9,,
xInRobotWAIT_SIGNAL_NUM_U1_11,0,0,0,InRobot,,WAIT_SIGNAL_NUM_U1_11,InRobot,1,0,0,0,0,1,0,0,0x00,0,10,,
xInRobotWAIT_SIGNAL_NUM_U1_12,0,0,0,InRobot,,WAIT_SIGNAL_NUM_U1_12,InRobot,1,0,0,0,0,1,0,0,0x00,0,11,,
xInRobotWAIT_SIGNAL_NUM_U1_13,0,0,0,InRobot,,WAIT_SIGNAL_NUM_U1_13,InRobot,1,0,0,0,0,1,0,0,0x00,0,12,,
xInRobotWAIT_SIGNAL_NUM_U1_14,0,0,0,InRobot,,WAIT_SIGNAL_NUM_U1_14,InRobot,1,0,0,0,0,1,0,0,0x00,0,13,,
xInRobotWAIT_SIGNAL_NUM_U1_15,0,0,0,InRobot,,WAIT_SIGNAL_NUM_U1_15,InRobot,1,0,0,0,0,1,0,0,0x00,0,14,,
xInRobotWAIT_SIGNAL_NUM_U1_16,0,0,0,InRobot,,WAIT_SIGNAL_NUM_U1_16,InRobot,1,0,0,0,0,1,0,0,0x00,0,15,,
xInRobotCURRENT_POS_BITS_1,0,0,0,InRobot,,CURRENT_POS_BITS_1,InRobot,1,0,0,0,0,1,0,0,0x01,0,0,,
xInRobotCURRENT_POS_BITS_2,0,0,0,InRobot,,CURRENT_POS_BITS_2,InRobot,1,0,0,0,0,1,0,0,0x01,0,1,,
xInRobotCURRENT_POS_BITS_3,0,0,0,InRobot,,CURRENT_POS_BITS_3,InRobot,1,0,0,0,0,1,0,0,0x01,0,2,,
xInRobotCURRENT_POS_BITS_4,0,0,0,InRobot,,CURRENT_POS_BITS_4,InRobot,1,0,0,0,0,1,0,0,0x01,0,3,,
xInRobotCURRENT_POS_BITS_5,0,0,0,InRobot,,CURRENT_POS_BITS_5,InRobot,1,0,0,0,0,1,0,0,0x01,0,4,,
xInRobotSPARE_WR0105,0,0,0,InRobot,,SPARE_WR0105,InRobot,1,0,0,0,0,1,0,0,0x01,0,5,,
xInRobotSPARE_WR0106,0,0,0,InRobot,,SPARE_WR0106,InRobot,1,0,0,0,0,1,0,0,0x01,0,6,,
xInRobotSPARE_WR0107,0,0,0,InRobot,,SPARE_WR0107,InRobot,1,0,0,0,0,1,0,0,0x01,0,7,,
xInRobotCURRENT_RECIPE_BITS_1,0,0,0,InRobot,,CURRENT_RECIPE_BITS_1,InRobot,1,0,0,0,0,1,0,0,0x01,0,8,,
xInRobotCURRENT_RECIPE_BITS_2,0,0,0,InRobot,,CURRENT_RECIPE_BITS_2,InRobot,1,0,0,0,0,1,0,0,0x01,0,9,,
xInRobotCURRENT_RECIPE_BITS_3,0,0,0,InRobot,,CURRENT_RECIPE_BITS_3,InRobot,1,0,0,0,0,1,0,0,0x01,0,10,,
xInRobotCURRENT_RECIPE_BITS_4,0,0,0,InRobot,,CURRENT_RECIPE_BITS_4,InRobot,1,0,0,0,0,1,0,0,0x01,0,11,,
xInRobotCURRENT_RECIPE_BITS_5,0,0,0,InRobot,,CURRENT_RECIPE_BITS_5,InRobot,1,0,0,0,0,1,0,0,0x01,0,12,,
xInRobotCURRENT_RECIPE_BITS_6,0,0,0,InRobot,,CURRENT_RECIPE_BITS_6,InRobot,1,0,0,0,0,1,0,0,0x01,0,13,,
xInRobotSPARE_WR0114,0,0,0,InRobot,,SPARE_WR0114,InRobot,1,0,0,0,0,1,0,0,0x01,0,14,,
xInRobotSPARE_WR0115,0,0,0,InRobot,,SPARE_WR0115,InRobot,1,0,0,0,0,1,0,0,0x01,0,15,,
xInRobotMANUAL_ANSWER_BITS_1,0,0,0,InRobot,,MANUAL_ANSWER_BITS_1,InRobot,1,0,0,0,0,1,0,0,0x02,0,0,,
xInRobotMANUAL_ANSWER_BITS_2,0,0,0,InRobot,,MANUAL_ANSWER_BITS_2,InRobot,1,0,0,0,0,1,0,0,0x02,0,1,,
xInRobotMANUAL_ANSWER_BITS_3,0,0,0,InRobot,,MANUAL_ANSWER_BITS_3,InRobot,1,0,0,0,0,1,0,0,0x02,0,2,,
xInRobotMANUAL_ANSWER_BITS_4,0,0,0,InRobot,,MANUAL_ANSWER_BITS_4,InRobot,1,0,0,0,0,1,0,0,0x02,0,3,,
xInRobotMANUAL_ANSWER_BITS_5,0,0,0,InRobot,,MANUAL_ANSWER_BITS_5,InRobot,1,0,0,0,0,1,0,0,0x02,0,4,,
xInRobotMANUAL_ANSWER_BITS_6,0,0,0,InRobot,,MANUAL_ANSWER_BITS_6,InRobot,1,0,0,0,0,1,0,0,0x02,0,5,,
xInRobotMANUAL_ANSWER_BITS_7,0,0,0,InRobot,,MANUAL_ANSWER_BITS_7,InRobot,1,0,0,0,0,1,0,0,0x02,0,6,,
xInRobotMANUAL_ANSWER_BITS_8,0,0,0,InRobot,,MANUAL_ANSWER_BITS_8,InRobot,1,0,0,0,0,1,0,0,0x02,0,7,,
xInRobotMANUAL_ANSWER_BITS_9,0,0,0,InRobot,,MANUAL_ANSWER_BITS_9,InRobot,1,0,0,0,0,1,0,0,0x02,0,8,,
xInRobotMANUAL_ANSWER_BITS_10,0,0,0,InRobot,,MANUAL_ANSWER_BITS_10,InRobot,1,0,0,0,0,1,0,0,0x02,0,9,,
xInRobotMANUAL_ANSWER_BITS_11,0,0,0,InRobot,,MANUAL_ANSWER_BITS_11,InRobot,1,0,0,0,0,1,0,0,0x02,0,10,,
xInRobotMANUAL_ANSWER_BITS_12,0,0,0,InRobot,,MANUAL_ANSWER_BITS_12,InRobot,1,0,0,0,0,1,0,0,0x02,0,11,,
xInRobotMANUAL_ANSWER_BITS_13,0,0,0,InRobot,,MANUAL_ANSWER_BITS_13,InRobot,1,0,0,0,0,1,0,0,0x02,0,12,,
xInRobotMANUAL_ANSWER_BITS_14,0,0,0,InRobot,,MANUAL_ANSWER_BITS_14,InRobot,1,0,0,0,0,1,0,0,0x02,0,13,,
xInRobotMANUAL_ANSWER_BITS_15,0,0,0,InRobot,,MANUAL_ANSWER_BITS_15,InRobot,1,0,0,0,0,1,0,0,0x02,0,14,,
xInRobotMANUAL_ANSWER_BITS_16,0,0,0,InRobot,,MANUAL_ANSWER_BITS_16,InRobot,1,0,0,0,0,1,0,0,0x02,0,15,,
xInRobotAUTO_CALIBRATION_ACK_1,0,0,0,InRobot,,AUTO_CALIBRATION_ACK_1,InRobot,1,0,0,0,0,1,0,0,0x03,0,0,,
xInRobotAUTO_CALIBRATION_ACK_2,0,0,0,InRobot,,AUTO_CALIBRATION_ACK_2,InRobot,1,0,0,0,0,1,0,0,0x03,0,1,,
xInRobotAUTO_CALIBRATION_ACK_3,0,0,0,InRobot,,AUTO_CALIBRATION_ACK_3,InRobot,1,0,0,0,0,1,0,0,0x03,0,2,,
xInRobotAUTO_CALIBRATION_ACK_4,0,0,0,InRobot,,AUTO_CALIBRATION_ACK_4,InRobot,1,0,0,0,0,1,0,0,0x03,0,3,,
xInRobotINTERFERENCE_REGION1_LEAVE,0,0,0,InRobot,,INTERFERENCE_REGION1_LEAVE,InRobot,1,0,0,0,0,1,0,0,0x03,0,4,,
xInRobotINTERFERENCE_REGION2_LEAVE,0,0,0,InRobot,,INTERFERENCE_REGION2_LEAVE,InRobot,1,0,0,0,0,1,0,0,0x03,0,5,,
xInRobotINTERFERENCE_REGION3_LEAVE,0,0,0,InRobot,,INTERFERENCE_REGION3_LEAVE,InRobot,1,0,0,0,0,1,0,0,0x03,0,6,,
xInRobotU5_RUNNING,0,0,0,InRobot,,U5_RUNNING,InRobot,1,0,0,0,0,1,0,0,0x03,0,7,,
xInRobotU5_RECEIVE_ACK,0,0,0,InRobot,,U5_RECEIVE_ACK,InRobot,1,0,0,0,0,1,0,0,0x03,0,8,,
xInRobotU5_SEND_ACK,0,0,0,InRobot,,U5_SEND_ACK,InRobot,1,0,0,0,0,1,0,0,0x03,0,9,,
xInRobotU4_RUNNING,0,0,0,InRobot,,U4_RUNNING,InRobot,1,0,0,0,0,1,0,0,0x03,0,10,,
xInRobotU4_RECEIVE_ACK,0,0,0,InRobot,,U4_RECEIVE_ACK,InRobot,1,0,0,0,0,1,0,0,0x03,0,11,,
xInRobotU4_SEND_ACK,0,0,0,InRobot,,U4_SEND_ACK,InRobot,1,0,0,0,0,1,0,0,0x03,0,12,,
xInRobotPROCESS_SKIP_ACK,0,0,0,InRobot,,PROCESS_SKIP_ACK,InRobot,1,0,0,0,0,1,0,0,0x03,0,13,,
xInRobotPROCESS_EXIT_ACK,0,0,0,InRobot,,PROCESS_EXIT_ACK,InRobot,1,0,0,0,0,1,0,0,0x03,0,14,,
xInRobotPROCESS_ERROR_ACK,0,0,0,InRobot,,PROCESS_ERROR_ACK,InRobot,1,0,0,0,0,1,0,0,0x03,0,15,,
xInRobotERROR_CODE_BITS_1,0,0,0,InRobot,,ERROR_CODE_BITS_1,InRobot,1,0,0,0,0,1,0,0,0x04,0,0,,
xInRobotERROR_CODE_BITS_2,0,0,0,InRobot,,ERROR_CODE_BITS_2,InRobot,1,0,0,0,0,1,0,0,0x04,0,1,,
xInRobotERROR_CODE_BITS_3,0,0,0,InRobot,,ERROR_CODE_BITS_3,InRobot,1,0,0,0,0,1,0,0,0x04,0,2,,
xInRobotERROR_CODE_BITS_4,0,0,0,InRobot,,ERROR_CODE_BITS_4,InRobot,1,0,0,0,0,1,0,0,0x04,0,3,,
xInRobotERROR_CODE_BITS_5,0,0,0,InRobot,,ERROR_CODE_BITS_5,InRobot,1,0,0,0,0,1,0,0,0x04,0,4,,
